,Customer_ID,Gender,Age,Married, Dependents,City,Zip_Code,Referrals,Tenure,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium Tech Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
1701,2479-BRAMR,Male,74,Yes,0,Murphys,95247,1,41,Offer B,Yes,45,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83,3273,0,0,1879,5152,Churned,Competitor,Competitor offered more data
1702,2480-EJWYP,Female,66,Yes,0,Roseville,95747,5,58,Offer B,Yes,45,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97,5458,0,0,2631,8090,Stayed,Not Applicable,Not Applicable
1703,2480-JZOSN,Female,64,Yes,0,Woody,93287,8,1,None,Yes,35,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20,20,0,0,35,55,Joined,Not Applicable,Not Applicable
1704,2480-SQIOB,Male,40,Yes,2,Woodland Hills,91364,1,4,Offer E,Yes,25,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44,169,0,0,103,273,Stayed,Not Applicable,Not Applicable
1705,2481-SBOYW,Female,62,No,1,San Bernardino,92405,0,61,Offer B,Yes,32,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25,1498,0,0,1955,3453,Stayed,Not Applicable,Not Applicable
1706,2482-CZGBB,Male,41,No,0,Anaheim,92804,0,10,None,Yes,27,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,740,0,0,272,1012,Churned,Competitor,Competitor had better devices
1707,2483-XSSMZ,Female,22,No,0,Orinda,94563,0,39,None,Yes,25,No,Yes,DSL,82,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,47,1886,0,70,987,2944,Stayed,Not Applicable,Not Applicable
1708,2484-DGXPZ,Female,45,Yes,0,San Dimas,91773,1,31,None,Yes,30,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19,658,0,0,932,1591,Churned,Attitude,Attitude of support person
1709,2485-ITVKB,Female,36,Yes,0,Northridge,91325,1,2,Offer E,No,0,No,Yes,DSL,12,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35,68,0,10,0,78,Churned,Attitude,Attitude of support person
1710,2486-WYVVE,Male,47,Yes,0,Sacramento,95830,1,31,None,Yes,3,Yes,Yes,DSL,6,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79,2484,0,0,96,2580,Stayed,Not Applicable,Not Applicable
1711,2495-INZWQ,Male,44,No,0,San Juan Bautista,95045,0,4,Offer E,No,0,No,Yes,Cable,20,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44,174,0,10,0,184,Churned,Attitude,Attitude of service provider
1712,2495-KZNFB,Female,26,No,0,La Mesa,91942,0,33,None,Yes,16,Yes,Yes,Fiber Optic,85,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90,2989,0,0,553,3542,Stayed,Not Applicable,Not Applicable
1713,2495-TTHBQ,Female,52,No,1,La Quinta,92253,0,4,None,Yes,32,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,84,0,0,128,213,Stayed,Not Applicable,Not Applicable
1714,2498-XLDZR,Female,26,Yes,1,San Diego,92113,1,32,None,Yes,19,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73,2316,12,0,632,2936,Stayed,Not Applicable,Not Applicable
1715,2499-AJYUA,Female,69,Yes,0,Benton,93512,8,72,Offer A,Yes,15,Yes,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,110,7882,0,0,1141,9023,Stayed,Not Applicable,Not Applicable
1716,2501-XWWTZ,Male,51,No,0,San Clemente,92673,0,11,None,Yes,1,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70,760,0,0,11,771,Stayed,Not Applicable,Not Applicable
1717,2504-DSHIH,Male,66,Yes,0,Thousand Oaks,91360,1,23,None,Yes,42,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86,1975,0,0,979,2955,Stayed,Not Applicable,Not Applicable
1718,2506-CLAKW,Female,20,No,0,Ventura,93003,0,6,Offer E,Yes,20,No,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98,567,0,0,121,689,Churned,Attitude,Attitude of support person
1719,2506-TNFCO,Female,76,Yes,0,Riverside,92509,1,1,None,Yes,12,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69,69,0,0,12,82,Churned,Dissatisfaction,Network reliability
1720,2507-QZPQS,Male,24,No,0,La Mirada,90638,0,15,None,Yes,9,Yes,Yes,Fiber Optic,47,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95,1451,0,0,149,1600,Stayed,Not Applicable,Not Applicable
1721,2509-TFPJU,Male,62,Yes,0,Torrance,90505,1,72,None,Yes,40,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,1864,0,0,2882,4747,Stayed,Not Applicable,Not Applicable
1722,2511-ALLCS,Female,38,Yes,3,Temple City,91780,5,35,None,Yes,18,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24,821,0,0,660,1481,Stayed,Not Applicable,Not Applicable
1723,2511-MORQY,Male,46,Yes,0,Torrance,90502,4,50,Offer B,Yes,10,Yes,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,54,2614,0,0,516,3130,Stayed,Not Applicable,Not Applicable
1724,2514-GINMM,Male,60,No,0,Dana Point,92629,0,1,Offer E,Yes,48,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79,79,0,0,48,128,Churned,Attitude,Attitude of service provider
1725,2516-VQRRV,Female,77,No,0,Culver City,90230,0,2,None,Yes,23,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75,158,0,0,46,205,Churned,Price,Long distance charges
1726,2516-XSJKX,Female,20,Yes,2,San Juan Bautista,95045,1,41,None,Yes,32,No,Yes,DSL,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78,3126,0,0,1323,4450,Stayed,Not Applicable,Not Applicable
1727,2519-ERQOJ,Male,74,No,0,Desert Hot Springs,92241,0,33,Offer C,No,0,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,54,1803,0,0,0,1803,Stayed,Not Applicable,Not Applicable
1728,2519-FAKOD,Male,30,No,0,Tehachapi,93561,0,38,Offer C,Yes,31,Yes,Yes,Fiber Optic,85,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,3777,0,0,1188,4965,Churned,Competitor,Competitor had better devices
1729,2519-LBNQL,Male,80,Yes,0,Artesia,90701,2,60,None,Yes,22,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104,6339,41,0,1377,7675,Stayed,Not Applicable,Not Applicable
1730,2519-TWKFS,Male,34,Yes,1,Blocksburg,95514,2,25,None,Yes,47,Yes,Yes,DSL,25,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55,1466,0,0,1177,2643,Stayed,Not Applicable,Not Applicable
1731,2520-SGTTA,Female,23,Yes,3,Ben Lomond,95005,4,10,Offer E,Yes,20,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,200,0,0,200,400,Stayed,Not Applicable,Not Applicable
1732,2521-NPUZR,Male,26,Yes,0,Santa Maria,93458,9,70,Offer A,Yes,41,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101,7085,0,0,2873,9959,Stayed,Not Applicable,Not Applicable
1733,2522-AHJXR,Male,36,Yes,0,Death Valley,92328,6,60,None,Yes,4,Yes,Yes,Fiber Optic,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109,6572,0,0,275,6848,Stayed,Not Applicable,Not Applicable
1734,2522-WLNSF,Female,74,Yes,0,Los Olivos,93441,2,34,None,Yes,12,No,Yes,Cable,23,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64,2106,0,0,419,2525,Stayed,Not Applicable,Not Applicable
1735,2523-EWWZL,Female,26,Yes,0,Blythe,92225,0,27,Offer C,Yes,39,No,Yes,Fiber Optic,59,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76,2093,30,0,1071,3134,Stayed,Not Applicable,Not Applicable
1736,2525-GVKQU,Female,60,No,0,Santa Margarita,93453,0,60,Offer B,Yes,47,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1093,0,0,2824,3917,Stayed,Not Applicable,Not Applicable
1737,2528-HFYZX,Male,66,Yes,0,Santa Ana,92706,2,17,None,Yes,1,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76,1233,0,0,17,1251,Churned,Competitor,Competitor had better devices
1738,2530-ENDWQ,Female,55,Yes,0,Rio Dell,95562,2,71,Offer A,Yes,40,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93,6585,0,0,2876,9462,Churned,Competitor,Competitor offered more data
1739,2530-FMFXO,Male,38,Yes,1,Irvine,92602,3,56,Offer B,Yes,42,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103,5873,0,0,2360,8234,Stayed,Not Applicable,Not Applicable
1740,2533-QVMSK,Male,46,Yes,0,March Air Reserve Base,92518,9,61,Offer B,Yes,26,Yes,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,94,5638,0,0,1643,7281,Churned,Competitor,Competitor offered more data
1741,2533-TIBIX,Male,59,Yes,2,Oak Run,96069,8,15,None,No,0,No,Yes,Cable,16,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30,469,0,0,0,469,Stayed,Not Applicable,Not Applicable
1742,2535-PBCGC,Female,21,Yes,0,San Diego,92108,5,70,Offer A,No,0,No,Yes,Cable,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64,4504,46,0,0,4458,Stayed,Not Applicable,Not Applicable
1743,2538-OIMXF,Female,29,No,1,Cathedral City,92234,0,1,Offer E,No,0,No,Yes,Cable,48,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24,24,0,70,0,94,Joined,Not Applicable,Not Applicable
1744,2541-YGPKE,Male,29,Yes,3,Lemon Cove,93244,10,42,None,Yes,44,No,Yes,DSL,69,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,63,2763,0,0,1887,4651,Stayed,Not Applicable,Not Applicable
1745,2542-HYGIQ,Female,58,No,0,Palo Alto,94303,0,1,None,Yes,38,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,19,0,0,38,58,Joined,Not Applicable,Not Applicable
1746,2545-EBUPK,Female,70,No,0,Los Angeles,90045,0,2,Offer E,Yes,21,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84,186,0,0,43,229,Joined,Not Applicable,Not Applicable
1747,2545-LXYVJ,Male,19,Yes,0,Suisun City,94585,1,72,Offer A,Yes,21,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1492,0,0,1563,3055,Stayed,Not Applicable,Not Applicable
1748,2546-KZAAT,Male,28,Yes,0,San Diego,92119,9,52,None,Yes,10,No,Yes,DSL,85,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75,3865,0,0,540,4406,Stayed,Not Applicable,Not Applicable
1749,2550-AEVRU,Female,33,Yes,2,Woodland Hills,91364,1,57,None,Yes,17,No,Yes,DSL,11,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53,3053,0,0,969,4022,Stayed,Not Applicable,Not Applicable
1750,2550-QHZGP,Male,48,No,0,Calexico,92231,0,7,Offer E,Yes,30,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19,128,0,0,214,342,Stayed,Not Applicable,Not Applicable
1751,2558-BUOZZ,Male,51,No,0,Glendale,91204,0,47,Offer B,Yes,40,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94,4535,3,0,1891,6424,Stayed,Not Applicable,Not Applicable
1752,2560-PPCHE,Female,22,No,0,Huntington Beach,92649,0,65,None,Yes,26,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105,6744,0,0,1743,8488,Stayed,Not Applicable,Not Applicable
1753,2560-QTSBS,Female,26,Yes,2,Pomona,91766,6,72,None,Yes,18,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,23,1623,0,0,1306,2929,Stayed,Not Applicable,Not Applicable
1754,2560-WBWXF,Male,45,No,0,March Air Reserve Base,92518,0,68,None,Yes,37,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24,1498,0,0,2569,4068,Stayed,Not Applicable,Not Applicable
1755,2565-JSLRY,Male,21,No,0,Bakersfield,93306,0,1,None,Yes,20,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,24,24,0,0,20,44,Churned,Price,Price too high
1756,2568-BRGYX,Male,43,No,0,Dixon,95620,0,4,None,Yes,13,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,237,0,0,52,290,Churned,Competitor,Competitor had better devices
1757,2568-OIADY,Female,26,Yes,0,Escondido,92027,1,37,None,Yes,36,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,3762,0,0,1342,5104,Churned,Competitor,Competitor made better offer
1758,2569-WGERO,Female,30,No,0,Landers,92285,0,72,None,Yes,22,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21,1419,19,0,1639,3039,Stayed,Not Applicable,Not Applicable
1759,2573-GYRUU,Male,65,Yes,0,San Miguel,93451,1,48,None,Yes,25,Yes,Yes,Fiber Optic,22,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,91,4370,0,0,1209,5579,Stayed,Not Applicable,Not Applicable
1760,2575-GFSOE,Female,25,Yes,0,Graton,95444,1,7,Offer E,Yes,8,No,Yes,Fiber Optic,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69,506,0,0,62,569,Churned,Attitude,Attitude of service provider
1761,2576-HXMPA,Female,30,No,0,Mckinleyville,95519,0,1,None,Yes,8,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,19,0,0,8,27,Joined,Not Applicable,Not Applicable
1762,2577-GVSIL,Male,61,Yes,0,Lamont,93241,10,35,None,Yes,13,Yes,Yes,DSL,20,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73,2661,0,0,468,3129,Stayed,Not Applicable,Not Applicable
1763,2578-JQPHZ,Male,30,No,0,Bayside,95524,0,44,Offer B,Yes,48,No,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100,4378,0,0,2153,6532,Stayed,Not Applicable,Not Applicable
1764,2580-ASVVY,Female,23,Yes,0,San Ysidro,92173,1,37,None,No,0,No,Yes,DSL,27,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,45,1593,44,0,0,1548,Stayed,Not Applicable,Not Applicable
1765,2580-ATZSQ,Female,55,Yes,2,San Jose,95123,0,65,Offer B,Yes,19,No,Yes,DSL,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,61,3874,0,0,1251,5125,Stayed,Not Applicable,Not Applicable
1766,2581-VKIRT,Female,57,Yes,0,Kings Beach,96143,6,59,None,Yes,14,Yes,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65,3801,0,0,854,4656,Stayed,Not Applicable,Not Applicable
1767,2582-FFFZR,Female,34,No,0,Vallejo,94592,0,22,None,No,0,No,Yes,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50,1073,0,0,0,1073,Stayed,Not Applicable,Not Applicable
1768,2585-KTFRE,Male,61,No,1,Escondido,92027,0,1,None,Yes,20,No,Yes,Cable,21,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70,70,0,0,20,90,Joined,Not Applicable,Not Applicable
1769,2586-CWXVV,Male,45,Yes,0,Hawaiian Gardens,90716,9,54,Offer B,No,0,No,Yes,Cable,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30,1621,0,0,0,1621,Stayed,Not Applicable,Not Applicable
1770,2587-EKXTS,Male,48,No,0,San Diego,92116,0,44,Offer B,Yes,44,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111,4915,0,0,1955,6870,Stayed,Not Applicable,Not Applicable
1771,2587-YNLES,Female,52,Yes,1,Downey,90240,4,6,Offer E,Yes,25,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,100,0,0,150,250,Stayed,Not Applicable,Not Applicable
1772,2589-AYCRP,Female,63,No,0,Cedar Glen,92321,0,50,Offer B,Yes,37,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19,989,0,0,1897,2886,Stayed,Not Applicable,Not Applicable
1773,2592-HODOV,Male,44,No,0,Brea,92823,0,13,Offer D,Yes,45,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19,259,35,0,585,809,Stayed,Not Applicable,Not Applicable
1774,2592-SEIFQ,Male,36,No,0,San Anselmo,94960,0,3,None,No,0,No,Yes,DSL,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24,66,0,0,0,66,Churned,Competitor,Competitor offered higher download speeds
1775,2592-YKDIF,Female,47,No,0,North Highlands,95660,0,1,None,Yes,44,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,20,0,0,44,64,Joined,Not Applicable,Not Applicable
1776,2595-KIWPV,Male,48,No,1,Tecate,91980,0,27,Offer C,Yes,32,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19,509,0,0,871,1380,Stayed,Not Applicable,Not Applicable
1777,2599-CIPQE,Male,36,Yes,3,Compton,90220,4,71,None,Yes,28,No,Yes,Fiber Optic,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,109,7782,0,70,2021,9874,Stayed,Not Applicable,Not Applicable
1778,2599-CZABP,Male,57,Yes,0,Meridian,95957,1,14,Offer D,Yes,44,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,44,641,0,0,629,1270,Stayed,Not Applicable,Not Applicable
1779,2603-HVKCG,Male,20,No,0,Meridian,95957,0,31,Offer C,Yes,19,No,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101,3143,0,0,600,3744,Stayed,Not Applicable,Not Applicable
1780,2604-IJPDU,Female,32,Yes,0,Encino,91316,0,20,Offer D,Yes,28,No,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96,1901,0,0,571,2473,Stayed,Not Applicable,Not Applicable
1781,2604-XVDAM,Female,54,No,0,Pope Valley,94567,0,12,Offer D,Yes,6,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43,540,0,0,78,619,Stayed,Not Applicable,Not Applicable
1782,2606-PKWJB,Male,62,No,3,Little River,95456,0,40,None,No,0,No,Yes,Cable,57,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,40,1564,0,0,0,1564,Stayed,Not Applicable,Not Applicable
1783,2606-RMDHZ,Male,47,No,0,Lakewood,90713,0,6,Offer E,No,0,No,Yes,DSL,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30,208,0,0,0,208,Churned,Competitor,Competitor had better devices
1784,2607-DHDAK,Male,54,Yes,2,Bakersfield,93307,10,72,None,Yes,38,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19,1414,0,0,2796,4211,Stayed,Not Applicable,Not Applicable
1785,2607-FBDFF,Male,32,No,0,Tuolumne,95379,0,1,None,Yes,49,No,Yes,DSL,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49,49,0,0,49,98,Joined,Not Applicable,Not Applicable
1786,2608-BHKFN,Female,46,No,0,Berkeley,94703,0,4,None,Yes,12,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70,266,0,0,50,317,Churned,Competitor,Competitor had better devices
1787,2609-IAICY,Female,32,No,0,North Fork,93643,0,1,None,Yes,27,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77,77,0,10,27,114,Churned,Dissatisfaction,Limited range of services
1788,2612-PHGOX,Male,47,Yes,0,Graton,95444,4,64,None,Yes,6,Yes,Yes,Cable,20,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,76,4818,0,0,421,5240,Stayed,Not Applicable,Not Applicable
1789,2612-RANWT,Female,24,No,0,Mount Laguna,91948,0,12,Offer D,Yes,30,Yes,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100,1164,0,0,366,1530,Churned,Price,Price too high
1790,2612-RRIDN,Male,25,No,0,Westwood,96137,0,4,Offer E,Yes,21,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81,340,0,50,86,477,Churned,Dissatisfaction,Limited range of services
1791,2615-YVMYX,Male,68,Yes,0,Chula Vista,91915,7,71,None,Yes,30,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107,7713,0,140,2171,10025,Stayed,Not Applicable,Not Applicable
1792,2616-FLVQC,Male,42,No,0,Point Arena,95468,0,64,None,Yes,38,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19,1240,0,0,2493,3733,Stayed,Not Applicable,Not Applicable
1793,2616-UUTFK,Male,54,Yes,0,Bakersfield,93313,1,33,None,Yes,19,Yes,Yes,DSL,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72,2447,0,0,630,3078,Stayed,Not Applicable,Not Applicable
1794,2619-WFQWU,Female,34,No,0,Mission Viejo,92692,0,1,None,Yes,2,No,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70,70,0,0,2,72,Churned,Competitor,Competitor offered higher download speeds
1795,2621-UDNLU,Female,35,Yes,0,San Francisco,94107,9,3,None,Yes,11,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,72,0,0,35,107,Joined,Not Applicable,Not Applicable
1796,2623-DRYAM,Female,19,Yes,0,Jamul,91935,0,70,None,Yes,19,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101,7069,0,0,1391,8460,Stayed,Not Applicable,Not Applicable
1797,2625-TRCZQ,Female,21,Yes,0,Auburn,95602,0,51,Offer B,No,0,No,Yes,DSL,42,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49,2553,0,0,0,2553,Stayed,Not Applicable,Not Applicable
1798,2626-URJFX,Male,55,Yes,3,Termo,96132,1,4,Offer E,Yes,8,Yes,Yes,DSL,57,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50,225,0,0,34,259,Churned,Dissatisfaction,Network reliability
1799,2626-VEEWG,Male,48,Yes,2,Sun City,92587,6,67,None,Yes,5,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19,1284,0,0,367,1651,Stayed,Not Applicable,Not Applicable
1800,2632-IVXVF,Female,40,Yes,3,Kernville,93238,3,68,None,Yes,14,Yes,Yes,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111,7511,0,0,959,8470,Stayed,Not Applicable,Not Applicable
1801,2632-TACXW,Female,49,Yes,0,Richmond,94801,4,62,None,Yes,8,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23,1416,0,0,552,1969,Stayed,Not Applicable,Not Applicable
1802,2632-UCGVD,Male,71,Yes,0,Fairfield,94533,6,66,None,Yes,49,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100,6871,0,0,3290,10162,Churned,Price,Extra data charges
1803,2634-HCZGT,Male,71,Yes,0,San Jose,95126,1,53,None,Yes,21,Yes,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60,3229,0,100,1148,4478,Churned,Other,Moved
1804,2636-ALXXZ,Female,68,No,0,Tahoe Vista,96148,0,1,Offer E,Yes,45,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69,69,0,0,45,115,Churned,Dissatisfaction,Poor expertise of online support
1805,2636-OHFMN,Male,26,Yes,0,Orosi,93647,4,4,None,No,0,No,Yes,DSL,76,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48,201,0,0,0,201,Churned,Price,Long distance charges
1806,2636-SJDOU,Male,34,No,0,Seal Beach,90740,0,64,None,Yes,30,Yes,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,84,5289,0,0,1937,7226,Stayed,Not Applicable,Not Applicable
